@RELATION banking_fraud

@ATTRIBUTE age NUMERIC
@ATTRIBUTE gender {Female,Male}
@ATTRIBUTE occupation {Business,Retired,Salaried,Self_Employed,Student}
@ATTRIBUTE account_type {Current,Savings}
@ATTRIBUTE account_balance NUMERIC
@ATTRIBUTE transaction_type {Cash_Withdrawal,Deposit,Payment,Transfer}
@ATTRIBUTE payment_method {Card,Cash,Net_Banking,UPI,Wallet}
@ATTRIBUTE channel {ATM,Branch,Mobile,Web}
@ATTRIBUTE amount NUMERIC
@ATTRIBUTE transaction_hour NUMERIC
@ATTRIBUTE age_band {Adult,Elderly,Middle_Aged,Senior,Young}
@ATTRIBUTE fraud {0,1}

@DATA
42,Female,Salaried,Current,21809.63,Payment,Cash,Web,808.97,19,Middle_Aged,0
62,Female,Salaried,Savings,22360.24,Cash_Withdrawal,Net_Banking,Web,1248.14,2,Senior,0
68,Male,Business,Savings,8529.81,Transfer,UPI,Mobile,561.56,0,Elderly,1
36,Female,Salaried,Savings,48015.07,Deposit,UPI,ATM,1174.58,18,Middle_Aged,0
72,Female,Self_Employed,Savings,53214.41,Deposit,UPI,Web,2057.31,20,Elderly,0
63,Male,Business,Savings,15295.82,Deposit,Cash,Branch,366.85,12,Senior,0
53,Female,Salaried,Savings,109203.2,Transfer,Card,Web,958.83,13,Senior,0
62,Male,Student,Savings,16819.55,Cash_Withdrawal,Card,ATM,680.48,21,Senior,0
25,Male,Salaried,Savings,44364.89,Payment,Cash,Mobile,3543.49,15,Young,0
46,Male,Self_Employed,Current,32174.17,Transfer,Card,Branch,427.92,3,Middle_Aged,0
72,Male,Salaried,Savings,5321.74,Deposit,Wallet,ATM,2051.15,16,Elderly,0
70,Male,Self_Employed,Savings,41569.53,Payment,UPI,Mobile,1040.27,9,Elderly,0
72,Female,Salaried,Savings,38688.58,Cash_Withdrawal,Wallet,ATM,968.49,6,Elderly,0
49,Male,Self_Employed,Savings,6547.86,Transfer,UPI,Mobile,2113.46,12,Middle_Aged,0
68,Male,Student,Savings,91150.44,Deposit,UPI,Mobile,746.96,12,Elderly,0
61,Female,Self_Employed,Savings,38814.56,Deposit,Net_Banking,Mobile,1215.94,21,Senior,0
35,Female,Salaried,Savings,72512.98,Deposit,Cash,Web,3331.25,13,Adult,0
23,Female,Salaried,Current,6816.59,Cash_Withdrawal,Net_Banking,Mobile,504.23,5,Young,0
35,Male,Salaried,Savings,19373.36,Cash_Withdrawal,UPI,Mobile,1437.95,15,Adult,0
36,Male,Salaried,Savings,69181.03,Cash_Withdrawal,Net_Banking,Mobile,2647.44,8,Middle_Aged,0
39,Male,Retired,Savings,7672.26,Payment,UPI,Branch,1749.24,19,Middle_Aged,0
54,Female,Salaried,Savings,19833.19,Cash_Withdrawal,UPI,Web,3948.87,15,Senior,0
49,Male,Student,Savings,37242.33,Cash_Withdrawal,UPI,ATM,972.78,20,Middle_Aged,0
73,Female,Business,Savings,5909.61,Payment,Net_Banking,ATM,2146.15,20,Elderly,0
58,Male,Salaried,Savings,9347.72,Transfer,Cash,Mobile,3303.42,11,Senior,0
20,Female,Salaried,Current,81280.99,Transfer,Card,Branch,202.03,15,Young,0
45,Male,Business,Savings,28221.4,Cash_Withdrawal,UPI,Mobile,730.13,4,Middle_Aged,1
27,Male,Salaried,Savings,68965.39,Transfer,UPI,Mobile,1602.1,23,Adult,0
68,Male,Self_Employed,Current,31122.19,Cash_Withdrawal,UPI,Web,2753.42,10,Elderly,0
52,Female,Salaried,Savings,191897.6,Transfer,Card,Web,1399.04,0,Senior,1
46,Female,Salaried,Current,38215.09,Payment,Cash,Mobile,4432.16,9,Middle_Aged,0
71,Male,Business,Savings,74296.8,Transfer,Cash,ATM,642.8,10,Elderly,0
32,Male,Business,Savings,22095.54,Cash_Withdrawal,Net_Banking,ATM,318.98,14,Adult,0
50,Male,Salaried,Current,31843.34,Transfer,UPI,Mobile,2427.67,2,Middle_Aged,1
24,Female,Business,Current,44958.57,Transfer,UPI,Mobile,979.46,23,Young,0
29,Male,Salaried,Current,51341.01,Transfer,Card,Branch,474.48,14,Adult,0
66,Male,Salaried,Savings,26076.95,Transfer,Cash,ATM,6053.66,10,Elderly,0
47,Male,Self_Employed,Current,26962.32,Transfer,Card,Web,2314.35,8,Middle_Aged,0
38,Male,Salaried,Current,40196.52,Transfer,Net_Banking,Mobile,2103.06,1,Middle_Aged,0
48,Female,Salaried,Savings,40175.41,Payment,Cash,Mobile,5395.26,11,Middle_Aged,0
41,Female,Self_Employed,Savings,11848.46,Payment,UPI,Branch,744.65,19,Middle_Aged,0
37,Male,Retired,Savings,32207.96,Deposit,UPI,Web,4507.28,15,Middle_Aged,0
54,Male,Salaried,Current,34773.79,Payment,Net_Banking,Branch,1666.55,23,Senior,0
21,Female,Salaried,Savings,12319.58,Cash_Withdrawal,Cash,ATM,608.11,15,Young,0
45,Female,Business,Savings,55533.49,Payment,UPI,ATM,1088.99,20,Middle_Aged,0
61,Male,Retired,Savings,37428.8,Cash_Withdrawal,UPI,ATM,1321.58,0,Senior,0
37,Female,Self_Employed,Savings,173601.8,Transfer,Card,Mobile,3336.63,15,Middle_Aged,0
41,Female,Salaried,Savings,26349.09,Payment,Cash,Mobile,284.29,5,Middle_Aged,0
67,Male,Salaried,Savings,66761.97,Deposit,UPI,Branch,190.86,13,Elderly,0
66,Female,Salaried,Current,41410.94,Payment,Card,Mobile,498.92,10,Elderly,0
68,Female,Self_Employed,Savings,125135.4,Transfer,UPI,Branch,1024.81,0,Elderly,0
49,Male,Business,Current,12382.2,Transfer,Net_Banking,Mobile,2240.45,19,Middle_Aged,0
58,Male,Business,Savings,18101.48,Transfer,UPI,Web,693.79,16,Senior,0
53,Female,Retired,Savings,12726.4,Payment,Cash,Mobile,1664.27,22,Senior,0
70,Male,Student,Savings,25277.4,Cash_Withdrawal,Card,ATM,5448.73,18,Elderly,0
51,Female,Salaried,Savings,10940.43,Payment,UPI,Branch,200.48,1,Senior,0
53,Male,Salaried,Savings,7935.75,Payment,Card,ATM,957.15,13,Senior,0
19,Female,Salaried,Current,4881.76,Payment,UPI,Web,12326.0,7,Young,0
32,Male,Student,Savings,4637.93,Payment,Cash,Mobile,538.77,22,Adult,0
51,Female,Student,Savings,45483.88,Transfer,Card,Branch,484.5,21,Senior,0
53,Female,Business,Savings,18688.23,Payment,UPI,Web,1846.53,5,Senior,0
23,Female,Self_Employed,Savings,10026.62,Payment,UPI,Mobile,645.64,8,Young,0
56,Male,Salaried,Current,15878.74,Payment,Net_Banking,Mobile,3215.65,4,Senior,0
59,Male,Salaried,Savings,17635.65,Cash_Withdrawal,UPI,ATM,13030.98,4,Senior,0
68,Female,Salaried,Savings,12435.62,Deposit,Card,Mobile,1181.73,17,Elderly,0
68,Female,Self_Employed,Savings,97191.68,Transfer,UPI,ATM,16944.53,21,Elderly,1
71,Male,Self_Employed,Savings,83571.94,Transfer,Net_Banking,Mobile,697.19,13,Elderly,0
29,Male,Business,Savings,95874.17,Deposit,Card,ATM,927.39,11,Adult,0
20,Male,Salaried,Savings,31050.09,Cash_Withdrawal,Cash,Branch,419.96,11,Young,0
62,Male,Student,Savings,33670.31,Transfer,UPI,Mobile,699.16,21,Senior,0
35,Male,Student,Savings,15961.08,Deposit,UPI,Branch,863.76,5,Adult,0
57,Male,Business,Savings,13661.58,Deposit,UPI,ATM,1659.03,3,Senior,0
38,Female,Self_Employed,Current,27374.86,Transfer,UPI,Web,315.43,14,Middle_Aged,0
32,Male,Self_Employed,Savings,45337.27,Payment,Cash,Mobile,653.58,22,Adult,0
50,Female,Salaried,Current,70025.48,Transfer,Card,Mobile,670.36,14,Middle_Aged,0
52,Male,Self_Employed,Current,17382.32,Cash_Withdrawal,Card,Branch,2679.93,16,Senior,0
43,Male,Retired,Savings,9875.51,Cash_Withdrawal,Cash,Branch,1232.31,2,Middle_Aged,0
25,Female,Salaried,Savings,48396.75,Transfer,UPI,Mobile,1232.53,9,Young,0
53,Female,Salaried,Savings,6282.26,Payment,UPI,Branch,1191.84,20,Senior,0
65,Male,Retired,Savings,26072.37,Transfer,Net_Banking,Web,191.6,21,Senior,0
47,Female,Salaried,Savings,28895.57,Deposit,Card,Branch,5471.35,7,Middle_Aged,0
40,Female,Self_Employed,Savings,19870.07,Transfer,Cash,Mobile,434.88,8,Middle_Aged,0
59,Female,Retired,Savings,7815.03,Payment,UPI,Branch,2670.65,23,Senior,0
61,Female,Business,Current,20080.63,Cash_Withdrawal,Card,Branch,875.53,2,Senior,0
31,Male,Self_Employed,Savings,100110.91,Transfer,UPI,ATM,594.99,0,Adult,0
31,Female,Business,Savings,43190.56,Deposit,Net_Banking,Mobile,3114.13,10,Adult,0
19,Male,Business,Savings,68143.54,Cash_Withdrawal,Card,Mobile,332.39,12,Young,0
72,Male,Salaried,Savings,10160.25,Cash_Withdrawal,UPI,Mobile,361.74,11,Elderly,0
54,Male,Student,Savings,33010.02,Transfer,Net_Banking,Web,1283.67,20,Senior,0
22,Male,Salaried,Current,28873.29,Cash_Withdrawal,Card,Web,1322.46,6,Young,0
55,Female,Business,Current,29324.08,Cash_Withdrawal,Net_Banking,Web,2488.66,1,Senior,0
62,Female,Student,Current,41968.59,Deposit,UPI,Mobile,2245.22,0,Senior,1
58,Male,Student,Savings,30268.35,Cash_Withdrawal,UPI,ATM,1023.15,19,Senior,0
71,Male,Salaried,Savings,10388.27,Transfer,UPI,Mobile,1217.39,2,Elderly,1
64,Male,Business,Savings,43941.01,Cash_Withdrawal,UPI,Web,948.36,3,Senior,0
31,Male,Retired,Savings,52717.75,Deposit,Net_Banking,ATM,4527.12,16,Adult,0
73,Female,Retired,Savings,77310.35,Payment,Cash,Mobile,410.73,17,Elderly,0
56,Male,Salaried,Savings,80091.28,Transfer,Cash,Mobile,1131.89,16,Senior,0
42,Female,Self_Employed,Savings,39385.24,Transfer,Net_Banking,ATM,2367.35,18,Middle_Aged,0
37,Male,Business,Savings,10783.05,Cash_Withdrawal,UPI,Mobile,3327.48,3,Middle_Aged,1
19,Male,Salaried,Savings,7914.83,Transfer,Net_Banking,ATM,562.43,16,Young,0
56,Male,Business,Current,22433.82,Cash_Withdrawal,Net_Banking,Branch,415.5,21,Senior,0
23,Male,Salaried,Savings,56138.48,Cash_Withdrawal,Card,ATM,316.89,1,Young,0
34,Female,Retired,Current,53317.94,Transfer,UPI,Branch,778.25,9,Adult,0
42,Female,Salaried,Current,33496.61,Payment,Cash,ATM,1414.0,11,Middle_Aged,0
74,Female,Salaried,Savings,26127.73,Transfer,UPI,Branch,683.91,12,Elderly,0
45,Male,Business,Savings,123375.54,Cash_Withdrawal,Net_Banking,Mobile,2206.59,10,Middle_Aged,0
19,Male,Salaried,Savings,42583.64,Payment,UPI,Web,1027.05,20,Young,0
52,Female,Salaried,Current,25088.92,Cash_Withdrawal,Card,Branch,2017.27,7,Senior,0
54,Female,Business,Savings,16052.94,Payment,Card,Mobile,1270.52,19,Senior,0
22,Male,Student,Current,12005.45,Transfer,UPI,Branch,203.31,4,Young,0
18,Male,Business,Savings,11096.1,Deposit,Card,Mobile,347.29,1,Young,0
57,Female,Salaried,Current,12006.52,Transfer,UPI,Web,3488.1,11,Senior,0
29,Male,Business,Current,33683.44,Payment,Card,Mobile,429.69,1,Adult,0
73,Male,Business,Savings,26517.08,Payment,Net_Banking,Branch,2570.72,5,Elderly,0
53,Female,Salaried,Savings,20728.57,Transfer,UPI,Web,1244.2,21,Senior,0
62,Male,Business,Savings,48493.37,Payment,Net_Banking,ATM,409.71,18,Senior,0
40,Female,Business,Savings,114386.68,Transfer,UPI,Mobile,2320.75,11,Middle_Aged,1
64,Male,Self_Employed,Savings,13923.35,Payment,Cash,Branch,680.16,12,Senior,0
48,Female,Business,Current,15686.74,Payment,Net_Banking,Web,1276.1,16,Middle_Aged,0
28,Male,Self_Employed,Savings,4565.84,Cash_Withdrawal,UPI,Branch,889.04,11,Adult,0
27,Female,Salaried,Current,26342.41,Deposit,Net_Banking,Mobile,73.39,2,Adult,0
20,Female,Salaried,Current,24292.03,Payment,Card,Mobile,2151.14,23,Young,0
71,Female,Retired,Savings,54952.93,Payment,UPI,Mobile,2361.8,7,Elderly,0
31,Female,Salaried,Current,25098.16,Cash_Withdrawal,Net_Banking,Mobile,669.1,15,Adult,0
33,Male,Salaried,Savings,16806.36,Cash_Withdrawal,UPI,Mobile,2084.66,3,Adult,1
27,Male,Salaried,Current,31386.98,Payment,UPI,Mobile,458.63,23,Adult,0
46,Female,Student,Savings,42009.65,Transfer,Card,ATM,468.08,12,Middle_Aged,0
27,Male,Salaried,Savings,7374.75,Transfer,Net_Banking,Mobile,1393.55,7,Adult,0
29,Male,Retired,Savings,60205.13,Cash_Withdrawal,Net_Banking,ATM,546.68,0,Adult,0
47,Male,Salaried,Savings,76499.71,Payment,UPI,Web,963.74,2,Middle_Aged,0
58,Male,Salaried,Savings,41687.81,Deposit,Wallet,Mobile,428.8,0,Senior,0
18,Male,Retired,Savings,12738.14,Cash_Withdrawal,Cash,Mobile,303.51,14,Young,0
22,Female,Retired,Savings,20726.72,Deposit,Net_Banking,Mobile,1349.8,17,Young,0
37,Female,Salaried,Current,69306.89,Payment,UPI,ATM,1362.46,19,Middle_Aged,0
25,Female,Salaried,Savings,12300.85,Payment,Cash,Branch,1117.9,2,Young,0
60,Female,Self_Employed,Savings,44485.34,Payment,Net_Banking,Mobile,820.06,14,Senior,0
29,Male,Business,Savings,25832.34,Deposit,Card,Branch,542.62,21,Adult,0
18,Male,Business,Current,30581.62,Payment,Wallet,Mobile,371.97,4,Young,0
74,Female,Self_Employed,Current,13785.64,Payment,UPI,Branch,357.67,20,Elderly,0
71,Male,Business,Savings,35050.02,Payment,UPI,Mobile,599.52,9,Elderly,0
37,Male,Salaried,Savings,33099.07,Payment,Net_Banking,ATM,3045.08,6,Middle_Aged,0
45,Female,Business,Savings,8042.64,Deposit,Wallet,Web,1381.61,22,Middle_Aged,0
74,Male,Salaried,Savings,26807.71,Transfer,UPI,Mobile,1572.23,7,Elderly,0
60,Female,Self_Employed,Current,43963.62,Payment,UPI,Web,312.4,2,Senior,0
54,Female,Business,Savings,19767.08,Payment,Net_Banking,Mobile,1320.43,17,Senior,0
64,Male,Student,Current,3796.43,Transfer,Net_Banking,Web,1536.2,16,Senior,0
54,Male,Salaried,Savings,24542.13,Cash_Withdrawal,Cash,Branch,5355.42,15,Senior,0
29,Female,Salaried,Current,86957.46,Transfer,Cash,Branch,1076.23,21,Adult,0
54,Female,Salaried,Savings,20423.15,Transfer,Net_Banking,Mobile,739.68,12,Senior,0
66,Male,Business,Current,84366.09,Cash_Withdrawal,UPI,Mobile,509.59,3,Elderly,1
66,Female,Salaried,Current,14046.3,Payment,Wallet,Branch,1164.15,2,Elderly,0
73,Female,Self_Employed,Current,10627.75,Deposit,Card,Branch,902.44,10,Elderly,0
61,Female,Student,Savings,26793.59,Transfer,Cash,ATM,3369.28,1,Senior,0
73,Male,Business,Savings,13931.91,Transfer,Card,Mobile,2702.67,17,Elderly,0
45,Female,Self_Employed,Savings,35027.41,Transfer,Card,ATM,405.42,3,Middle_Aged,0
64,Male,Business,Savings,19969.14,Cash_Withdrawal,Cash,Branch,1072.56,16,Senior,0
32,Female,Salaried,Savings,87477.21,Transfer,Wallet,ATM,12676.18,5,Adult,0
23,Male,Retired,Savings,18895.25,Cash_Withdrawal,Cash,Mobile,253.21,9,Young,0
61,Female,Salaried,Savings,28905.57,Cash_Withdrawal,Net_Banking,Web,909.81,10,Senior,0
37,Male,Student,Savings,43350.29,Cash_Withdrawal,UPI,Branch,2327.38,4,Middle_Aged,0
67,Male,Salaried,Savings,57817.85,Cash_Withdrawal,Net_Banking,Web,864.72,17,Elderly,0
31,Male,Student,Savings,87878.83,Deposit,UPI,Mobile,794.71,9,Adult,0
19,Female,Retired,Savings,22294.81,Transfer,UPI,Mobile,685.67,8,Young,0
26,Female,Salaried,Savings,19546.54,Payment,UPI,Branch,378.47,15,Adult,0
54,Female,Self_Employed,Savings,5818.9,Transfer,Cash,Web,926.07,9,Senior,0
37,Male,Self_Employed,Savings,137773.9,Payment,Wallet,Web,3059.55,9,Middle_Aged,0
43,Female,Salaried,Current,35910.01,Deposit,Cash,Web,307.41,3,Middle_Aged,0
46,Male,Business,Current,49091.76,Payment,UPI,Mobile,1431.81,20,Middle_Aged,0
18,Female,Student,Current,41964.66,Transfer,UPI,Web,3225.99,23,Young,0
72,Male,Salaried,Current,27990.71,Transfer,Card,Mobile,1074.22,13,Elderly,0
52,Male,Student,Savings,35606.45,Cash_Withdrawal,UPI,Mobile,719.65,7,Senior,0
23,Male,Self_Employed,Savings,17193.21,Deposit,Card,Branch,2152.39,0,Young,0
54,Female,Retired,Savings,21127.29,Transfer,Cash,ATM,445.73,15,Senior,0
70,Female,Salaried,Savings,12579.65,Transfer,Wallet,Mobile,1672.21,16,Elderly,0
22,Female,Salaried,Savings,93507.34,Payment,Card,Mobile,928.4,9,Young,0
50,Male,Self_Employed,Savings,42158.21,Deposit,UPI,ATM,1167.53,5,Middle_Aged,0
66,Male,Salaried,Savings,130736.36,Cash_Withdrawal,Net_Banking,Web,5863.68,6,Elderly,0
68,Female,Self_Employed,Savings,168907.52,Transfer,Cash,Web,3484.87,17,Elderly,0
31,Female,Business,Current,8748.83,Payment,Net_Banking,ATM,4824.85,1,Adult,0
29,Female,Salaried,Savings,59170.76,Deposit,UPI,Mobile,483.98,20,Adult,0
59,Male,Self_Employed,Savings,9078.18,Transfer,Card,Mobile,394.75,8,Senior,0
37,Male,Salaried,Savings,31005.94,Deposit,Wallet,ATM,1748.9,4,Middle_Aged,0
70,Male,Self_Employed,Savings,34606.04,Transfer,UPI,Web,1516.29,7,Elderly,0
67,Male,Self_Employed,Savings,9607.19,Payment,Cash,Mobile,151.95,23,Elderly,0
41,Male,Salaried,Current,14912.95,Payment,UPI,Web,1537.07,4,Middle_Aged,0
60,Female,Student,Savings,35892.41,Cash_Withdrawal,Card,ATM,8495.67,23,Senior,0
51,Male,Retired,Savings,30978.25,Deposit,Net_Banking,Mobile,7310.4,14,Senior,0
42,Male,Self_Employed,Savings,11912.01,Transfer,Card,ATM,544.74,7,Middle_Aged,0
67,Male,Student,Savings,15391.57,Cash_Withdrawal,Net_Banking,ATM,2232.84,4,Elderly,0
46,Male,Self_Employed,Current,8158.76,Payment,Card,Branch,450.78,4,Middle_Aged,0
74,Male,Salaried,Savings,10276.97,Transfer,Wallet,ATM,996.35,19,Elderly,0
56,Female,Salaried,Savings,19987.53,Deposit,Card,ATM,482.88,16,Senior,0
48,Male,Self_Employed,Current,59276.16,Payment,UPI,Branch,340.69,8,Middle_Aged,0
73,Male,Salaried,Current,65603.64,Deposit,Card,Web,2652.59,1,Elderly,0
64,Male,Retired,Savings,116628.55,Payment,Cash,ATM,1460.44,0,Senior,0
60,Female,Salaried,Savings,37775.32,Payment,Net_Banking,Branch,1709.77,21,Senior,0
67,Female,Business,Savings,31276.63,Payment,Card,ATM,2065.31,20,Elderly,0
40,Female,Salaried,Savings,39979.3,Cash_Withdrawal,Card,Web,1335.75,10,Middle_Aged,0
61,Male,Salaried,Savings,39673.74,Payment,Net_Banking,ATM,388.53,14,Senior,0
55,Female,Business,Current,7381.92,Payment,Net_Banking,Web,1353.42,0,Senior,0
37,Male,Salaried,Savings,121917.36,Deposit,Cash,Mobile,881.95,6,Middle_Aged,0
40,Male,Salaried,Current,5740.2,Transfer,Net_Banking,Mobile,905.6,22,Middle_Aged,0
62,Female,Salaried,Savings,67441.1,Deposit,Card,Web,426.82,18,Senior,0
69,Male,Student,Savings,28144.57,Payment,UPI,Web,243.18,23,Elderly,0
33,Male,Self_Employed,Savings,11253.14,Payment,UPI,Web,621.89,14,Adult,0
67,Male,Salaried,Current,41154.95,Payment,Wallet,Branch,1891.94,5,Elderly,0
59,Female,Business,Current,24477.0,Payment,UPI,Mobile,1023.1,19,Senior,0
72,Male,Salaried,Savings,15583.53,Transfer,Card,Mobile,6523.53,9,Elderly,0
25,Male,Salaried,Savings,8909.01,Cash_Withdrawal,Net_Banking,Web,1027.08,11,Young,0
67,Female,Student,Savings,8329.8,Cash_Withdrawal,UPI,Web,1332.63,12,Elderly,0
38,Male,Salaried,Current,16502.56,Cash_Withdrawal,Net_Banking,Mobile,1115.01,14,Middle_Aged,0
18,Male,Salaried,Current,19740.14,Transfer,Net_Banking,Mobile,378.93,18,Young,0
72,Female,Business,Savings,10214.52,Payment,Wallet,Mobile,1073.35,16,Elderly,0
25,Male,Self_Employed,Savings,27744.26,Payment,UPI,Branch,376.78,12,Young,0
46,Male,Salaried,Savings,11447.09,Deposit,UPI,Mobile,1024.04,1,Middle_Aged,1
49,Male,Student,Savings,35888.66,Payment,Net_Banking,Mobile,188.68,17,Middle_Aged,0
55,Male,Salaried,Savings,72049.13,Transfer,UPI,Mobile,1023.04,10,Senior,1
22,Male,Salaried,Savings,33911.16,Transfer,Card,Web,1271.62,4,Young,1
64,Female,Salaried,Current,24957.56,Transfer,Cash,Branch,1366.65,3,Senior,0
39,Female,Salaried,Savings,17537.25,Deposit,UPI,Web,261.25,1,Middle_Aged,0
64,Female,Salaried,Current,85551.93,Payment,Net_Banking,Branch,1773.51,15,Senior,0
51,Female,Salaried,Savings,23044.62,Payment,Cash,Mobile,2119.68,6,Senior,0
18,Male,Student,Savings,197240.49,Payment,UPI,Mobile,420.66,7,Young,0
72,Male,Student,Savings,10441.79,Deposit,UPI,Web,2937.65,7,Elderly,0
72,Male,Student,Savings,33925.62,Cash_Withdrawal,UPI,Mobile,1324.37,1,Elderly,1
43,Male,Salaried,Savings,83297.92,Transfer,UPI,Mobile,1032.55,14,Middle_Aged,0
60,Male,Salaried,Savings,15489.09,Payment,Cash,Web,1935.0,4,Senior,0
27,Female,Salaried,Savings,22272.33,Payment,UPI,Web,5549.47,18,Adult,0
47,Female,Salaried,Savings,44396.56,Transfer,Card,Branch,952.62,9,Middle_Aged,0
67,Male,Salaried,Savings,36691.93,Payment,Net_Banking,Branch,669.15,8,Elderly,0
35,Male,Salaried,Savings,42098.16,Transfer,Card,Mobile,8783.59,21,Adult,0
34,Male,Salaried,Savings,68064.21,Deposit,UPI,Branch,922.5,19,Adult,0
43,Female,Student,Savings,20385.86,Payment,Wallet,ATM,1582.33,7,Middle_Aged,0
25,Male,Salaried,Current,84933.23,Payment,UPI,Web,922.1,4,Young,0
64,Male,Business,Savings,6795.31,Cash_Withdrawal,Net_Banking,Mobile,219.85,18,Senior,0
57,Male,Salaried,Current,63700.65,Deposit,Cash,Mobile,806.32,12,Senior,0
66,Female,Salaried,Savings,67357.16,Transfer,Cash,Branch,3331.49,13,Elderly,0
29,Male,Self_Employed,Savings,14478.55,Cash_Withdrawal,Net_Banking,Mobile,487.94,7,Adult,0
44,Female,Salaried,Savings,8429.49,Payment,Card,Web,4098.17,15,Middle_Aged,0
25,Female,Salaried,Current,22342.95,Transfer,Net_Banking,ATM,2353.46,21,Young,0
42,Female,Self_Employed,Current,37162.02,Cash_Withdrawal,Net_Banking,ATM,401.71,4,Middle_Aged,0
63,Female,Self_Employed,Savings,20576.83,Cash_Withdrawal,Card,Mobile,328.85,0,Senior,0
21,Female,Salaried,Savings,40197.25,Payment,Card,Web,319.83,18,Young,0
50,Female,Salaried,Savings,126778.28,Payment,Net_Banking,Mobile,728.75,22,Middle_Aged,0
18,Male,Salaried,Savings,9029.3,Payment,Card,Mobile,368.85,18,Young,0
36,Male,Student,Savings,5634.79,Cash_Withdrawal,Net_Banking,Web,3713.81,16,Middle_Aged,0
48,Male,Business,Savings,25452.31,Payment,Cash,ATM,335.78,23,Middle_Aged,0
33,Female,Student,Savings,15613.09,Transfer,Card,Mobile,449.57,22,Adult,0
31,Male,Salaried,Current,18319.99,Transfer,UPI,Branch,5008.28,20,Adult,0
70,Female,Retired,Savings,74126.66,Payment,UPI,Mobile,842.66,9,Elderly,0
65,Female,Retired,Savings,24428.53,Cash_Withdrawal,Card,Mobile,1671.49,4,Senior,0
22,Female,Salaried,Savings,26286.31,Transfer,Card,Web,1745.01,21,Young,0
58,Male,Business,Savings,18969.01,Cash_Withdrawal,Cash,Web,256.1,6,Senior,0
43,Female,Salaried,Savings,26080.91,Transfer,Cash,Web,2447.39,15,Middle_Aged,0
45,Female,Self_Employed,Savings,33349.6,Deposit,Cash,Branch,2024.91,2,Middle_Aged,0
19,Male,Salaried,Savings,249613.89,Payment,Net_Banking,ATM,2105.92,11,Young,0
67,Male,Student,Current,33648.58,Transfer,UPI,Branch,556.31,13,Elderly,0
23,Female,Salaried,Current,68197.02,Transfer,Cash,Branch,1461.11,19,Young,0
26,Female,Salaried,Savings,31229.54,Payment,UPI,Branch,922.48,0,Adult,0
50,Male,Salaried,Savings,5312.24,Payment,Card,Mobile,1203.68,6,Middle_Aged,0
58,Male,Self_Employed,Savings,17091.6,Transfer,UPI,Branch,504.1,17,Senior,0
42,Male,Business,Savings,33628.48,Transfer,Card,Mobile,906.65,22,Middle_Aged,0
65,Female,Salaried,Savings,47989.22,Cash_Withdrawal,Card,Web,2912.89,21,Senior,0
30,Male,Salaried,Savings,31830.58,Cash_Withdrawal,UPI,ATM,159.82,3,Adult,0
26,Male,Student,Savings,56178.03,Transfer,Card,Web,760.55,15,Adult,0
70,Male,Self_Employed,Current,8366.68,Cash_Withdrawal,Wallet,Web,2077.16,10,Elderly,0
30,Female,Retired,Savings,27974.09,Transfer,UPI,ATM,369.5,17,Adult,0
48,Male,Retired,Current,77836.86,Cash_Withdrawal,Cash,Branch,1636.56,22,Middle_Aged,0
58,Male,Self_Employed,Savings,12366.57,Transfer,Card,Mobile,1752.92,15,Senior,0
28,Male,Salaried,Savings,65938.2,Transfer,UPI,Web,940.91,6,Adult,0
21,Male,Student,Savings,63267.43,Cash_Withdrawal,UPI,Mobile,1482.15,20,Young,0
51,Male,Business,Savings,10000.4,Deposit,UPI,Branch,5589.49,2,Senior,0
55,Female,Self_Employed,Savings,35252.89,Transfer,Net_Banking,Mobile,559.83,4,Senior,0
63,Female,Salaried,Savings,30547.9,Transfer,UPI,Mobile,273.74,17,Senior,0
21,Female,Student,Savings,23363.02,Transfer,UPI,Mobile,717.32,16,Young,0
55,Male,Self_Employed,Savings,7930.64,Payment,UPI,Web,405.65,0,Senior,0
36,Female,Student,Savings,21797.54,Cash_Withdrawal,Card,Web,1611.67,15,Middle_Aged,0
23,Female,Salaried,Current,23741.11,Cash_Withdrawal,Cash,Mobile,695.4,14,Young,0
51,Female,Business,Savings,6914.38,Cash_Withdrawal,Card,Mobile,2024.57,12,Senior,0
35,Male,Salaried,Savings,9469.95,Transfer,Card,Mobile,1467.31,6,Adult,0
30,Male,Student,Savings,12815.41,Payment,Card,Branch,552.69,2,Adult,0
58,Female,Self_Employed,Savings,11630.37,Cash_Withdrawal,UPI,Web,435.9,23,Senior,0
40,Female,Business,Savings,34927.03,Transfer,Card,Mobile,272.31,22,Middle_Aged,0
36,Male,Retired,Savings,55782.11,Transfer,Card,Mobile,3138.18,12,Middle_Aged,0
62,Male,Salaried,Savings,20985.05,Payment,Card,Mobile,1852.8,15,Senior,0
28,Female,Student,Savings,49663.8,Payment,Cash,Branch,727.2,22,Adult,0
18,Male,Business,Current,57641.08,Transfer,Cash,ATM,2010.74,0,Young,0
41,Female,Salaried,Savings,25128.69,Transfer,UPI,Web,363.45,0,Middle_Aged,1
71,Male,Salaried,Savings,37288.3,Payment,UPI,Mobile,457.21,15,Elderly,0
24,Female,Self_Employed,Savings,22501.2,Payment,Card,Mobile,413.74,1,Young,0
42,Female,Salaried,Savings,10957.03,Transfer,Cash,ATM,1446.07,17,Middle_Aged,0
38,Male,Salaried,Current,14803.11,Transfer,UPI,Branch,599.06,20,Middle_Aged,0
